"","Lubricantes","Neumaticos","Repuestos","Servicios","% Descuento","Frecuencia","$ Venta.y","Recencia","cluster"
"19654821",0,0,1,0,0,3,254597,517,2
"19655849",0,0.92,0,0.08,0.04,7,893954,39,4
"19656513",0,1,0,0,0,1,77303,228,4
"19656914",0.51,0,0.49,0,0.11,6,281519,54,3
"19656953",0.02,0.98,0,0,0.06,3,2066707,507,4
"19657752",0.07,0,0.93,0,0.06,9,175511,33,2
"19658447",0,1,0,0,0.15,1,21998,885,4
"19658579",0,0,0,1,0,2,16050,378,1
"19660705",0,0,1,0,0,1,16798,273,2
"19661282",0,0,0.8,0,0,2,21000,301,2
"19662185",1,0,0,0,0.01,3,109185,87,3
"19663055",0,0,0,1,0,2,15124,427,1
"19663126",0,1,0,0,0.15,1,221140,833,4
"19663227",0,1,0,0,0.15,1,71500,892,4
"19663332",0,0,0,1,0,1,9664,286,1
"19663513",0.19,0.27,0.54,0,0.05,11,678469,27,2
"19664139",0,0,1,0,0.1,2,7956,573,5
"19664194",0,0,1,0,0,2,62051,752,2
"19667609",0.04,0.92,0.05,0,0.04,4,774640,102,4
"19669695",0,0,0,1,0,2,27144,369,1
"19673662",0,0.97,0.03,0,0.06,2,131069,679,4
"19674285",0,0,0,1,0,2,8067,388,1
"19674697",0,0.87,0,0.13,0,4,73596,720,4
"19674774",0,1,0,0,0.05,1,130672,182,4
"19674978",0,0.81,0,0.19,0.08,4,63112,738,4
"19675129",0,0.92,0,0.08,0.04,3,324908,284,4
"19675212",0,0,1,0,0,1,5462,255,2
"19675229",0,0,1,0,0,1,5874,584,2
"19675387",0,0,1,0,0.01,5,59976,147,2
"19675439",0,0.92,0,0.08,0,3,163664,257,4
"19675453",0,0,0,1,0,1,9664,516,1
"19675785",0,0,0,1,0,1,6386,164,1
"19675972",0,0,0,1,0,1,27564,212,1
"19675974",0,0,0,1,0,1,9664,546,1
"19676197",0,0,1,0,0,1,84025,186,2
"19676380",0,0.86,0,0.14,0.03,8,274733,483,4
"19676578",0,0,1,0,0.08,1,76159,138,2
"19676677",0,0,1,0,0,1,2286,930,5
"19676927",0,0.3,0.7,0,0.11,3,745389,207,2
"19677539",0,0.62,0,0.38,0.09,5,82185,144,4
"19677660",0,0.78,0,0.22,0.09,3,28135,592,4
"19678596",0.65,0,0.35,0,0,2,57118,143,3
"19679305",0,0,0,1,0,2,29833,376,1
"19680033",0.62,0,0.38,0,0.02,6,130863,25,3
"19685250",0,0,1,0,0.12,1,22069,66,2
"19688551",0,0,0,1,0,1,88235,668,1
"19689570",0,0,1,0,0,2,4185,311,2
"19690226",0,0,1,0,0,2,28538,145,2
"19695441",0,0,1,0,0,5,50447,363,2
"19697592",0,0.91,0.09,0,0.1,5,843634,871,4
"19703779",0,0,0,1,0,1,8403,478,1
"19707420",0,0,0.79,0,0,2,20160,100,2
"19708950",0,1,0,0,0,2,127696,416,4
"19709089",0,0,0,1,0,2,13780,678,1
"19712298",0,0,1,0,0,1,58740,326,2
"19713736",0,0,0,1,0,2,17646,89,1
"19715326",0,0,1,0,0,1,15296,59,2
"19715329",0,0,1,0,0,1,42008,384,2
"19715695",0,0.91,0,0.09,0.08,5,443987,689,4
"19717039",0.62,0,0.38,0,0,2,21841,54,3
"19718643",0,0.53,0.47,0,0,2,62975,322,4
"19718914",0,0.91,0,0,0,2,194923,114,4
"19718924",0,1,0,0,0.07,2,347936,96,4
"19719943",1,0,0,0,0.26,2,71987,348,3
"19721395",0,0,1,0,0.2,2,359763,114,2
"19721525",0,0.89,0,0,0,2,149547,292,4
"19722287",0,0,1,0,0,1,10916,84,2
"19723426",1,0,0,0,0,1,25966,683,3
"19723568",0,1,0,0,0.15,1,101622,811,4
"19724292",1,0,0,0,0,1,30664,263,3
"19725301",0,0,1,0,0,1,250068,513,2
"19725858",0,1,0,0,0.12,1,119784,563,4
"19725931",0,0,0,1,0,4,33107,221,1
"19725973",0,0,1,0,0.12,1,50370,735,5
"19727494",0,0.87,0,0.13,0.12,4,251716,144,4
"19727642",0,1,0,0,0.06,10,716456,364,4
"19727932",0,0,1,0,0,1,60440,25,2
"19730836",0,0,0,1,0,1,10084,132,1
"19732475",0,0,1,0,0,3,8379,193,2
"19732702",0,0,0,1,0,1,10924,70,1
"19733263",0,0.91,0,0,0,2,178119,161,4
"19746160",0,0,1,0,0,26,1483863,55,2
"19749752",0,0,1,0,0,1,349564,455,2
"19752919",0,0,1,0,0.06,8,43367,32,2
"19753369",0,1,0,0,0.28,2,133116,59,4
"19756891",0.01,0,0.99,0,0.08,25,342610,25,2
"19758155",0,0,1,0,0,2,8176,584,2
"19758990",0,1,0,0,0.09,1,417448,138,4
"19759120",0,0,0,1,0,3,21007,1015,1
"19759132",0,0.91,0,0.09,0.04,2,71228,138,4
"19759205",0,0.84,0,0.16,0.08,3,70301,800,4
"19759560",1,0,0,0,0,1,42008,163,3
"19759570",0,0.86,0,0.14,0.07,4,299978,88,4
"19759698",0,1,0,0,0.05,1,148420,157,4
"19759770",1,0,0,0,0,10,98184,741,3
"19759938",0,1,0,0,0,1,47900,756,4
"19762086",0,1,0,0,0.05,1,209732,229,4
"19762144",0,0,1,0,0,1,84025,432,2
"19762229",0,0.88,0,0.12,0.16,3,170700,300,4
"19762413",0,0,0,1,0,1,12353,136,1
"19762455",0,1,0,0,0.12,1,57464,503,4
"19762619",0,0.95,0,0.05,0.13,2,171063,69,4
"19762762",0,0,0,1,0,1,10504,984,1
"19762796",0,0,0,1,0,2,22017,299,1
"19763431",0,0,0,1,0,4,54286,490,1
"19763801",0,0,0,1,0,2,30001,397,1
"19763889",0,0,0,1,0,1,9664,179,1
"19763972",0,0,1,0,0,1,26856,66,2
"19764292",0,0,0.71,0.29,0,5,79966,128,2
"19764384",0,0.81,0.13,0.06,0.05,8,820634,572,4
"19764545",0,0,0,1,0,6,65126,595,1
"19764593",0,0.74,0,0.26,0.18,5,169888,105,4
"19765062",0,0.8,0,0.2,0.13,5,123531,840,4
"19765483",0,0,0,1,0,1,12353,118,1
"19765636",0,0,0,1,0,1,12353,426,1
"19765868",0,0,0,1,0,1,9664,278,1
"19766070",0,0,0,1,0,2,16050,165,1
"19766385",0,0,1,0,0,2,35546,684,2
"19766698",0,0,0,1,0,1,9664,410,1
"19767351",0.63,0,0.37,0,0,8,240234,417,3
"19767860",0,0,1,0,0.11,3,44464,700,5
"19768706",0,0,1,0,0.17,2,20065,810,5
"19769446",0,0,1,0,0,1,9739,179,2
"19770398",0,0,1,0,0,1,1723,419,2
"19771093",0.49,0,0.51,0,0.04,12,227006,216,3
"19775601",0,0,1,0,0,1,6134,784,5
"19776370",0,0,1,0,0,1,2773,154,2
"19777706",0,1,0,0,0.12,1,62758,311,4
"19783341",0,1,0,0,0,1,41168,34,4
"19784969",0.23,0.36,0.35,0.06,0.02,18,745333,90,4
"19785851",0,0,0,1,0,1,8403,104,1
"19788201",0,1,0,0,0.05,1,109680,416,4
"19788753",0,0,1,0,0,2,164269,95,2
"19790141",0,0,0,1,0,1,11765,762,1
"19791737",0,0,0,1,0,3,17051,63,1
"19791893",0,0,0,1,0,1,22016,245,1
"19791922",0,0,0,1,0,3,31428,83,1
"19792005",0,0.92,0,0.08,0.13,3,296944,133,4
"19796137",0,0.95,0,0.05,0.05,2,459296,73,4
"19796830",0,0,0,1,0,1,8824,269,1
"19797020",0,0,0,1,0,3,31595,216,1
"19797288",0,1,0,0,0.14,1,186324,174,4
"19797492",0,0.83,0,0.17,0.1,5,81748,206,4
"19797958",0,0,0,1,0,1,14538,437,1
"19798984",0,1,0,0,0.14,1,159716,95,4
"19799654",0,0,0,1,0,1,10924,96,1
"19805207",0,0,0,1,0,1,8403,324,1
"19807559",0,0,1,0,0,1,64832,529,2
"19807795",0,0,1,0,0,3,13505,747,2
"19808640",0,0,0,1,0,2,21092,140,1
"19809374",0,0.92,0,0.08,0.04,2,209901,270,4
"19809382",0.01,0.86,0,0.13,0.3,4,99867,544,5
"19809748",0,0,0,1,0,2,27560,315,1
"19810477",1,0,0,0,0,1,9235,35,3
"19810591",0,0,0.5,0.5,0,2,24150,404,1
"19810878",0,1,0,0,0,2,54604,404,4
"19810931",0,0.92,0,0.08,0.17,5,156203,369,4
"19812107",0,0.98,0,0.02,0,3,137805,45,4
"19812229",0,0,1,0,0,1,93269,322,2
"19812537",0,1,0,0,0.12,2,121012,48,4
"19812714",0,0,0,1,0,2,6135,235,1
"19812923",0.95,0,0.05,0,0,6,263915,642,3
"19812986",0,0,0,1,0,2,24540,52,1
"19814247",0,1,0,0,0.06,1,52674,528,4
"19817553",0,0,0,1,0,1,17144,830,1
"19817654",0,0,1,0,0,1,21311,677,2
"19819863",0.37,0,0.63,0,0,14,36286,231,2
"19821114",0,0,0,1,0,1,4370,621,1
"19821433",0,1,0,0,0.12,1,74102,242,4
"19821472",0,1,0,0,0.14,1,346052,154,4
"19824039",0,0.82,0.05,0.13,0.01,7,346433,210,4
"19826558",0,0.66,0.19,0.15,0.13,8,124355,296,4
"19829116",0,0,1,0,0,1,2000,161,2
"19830070",0,0.87,0,0.13,0,4,291764,1001,4
"19834544",0,0,0,1,0,2,15294,266,1
"19835218",0.19,0.81,0.01,0,0.26,71,4449113,238,4
"19835861",0,0,1,0,0,1,13437,178,2
"19837242",0,0,0,1,0,2,10084,39,1
"19839607",0,0,1,0,0,1,5840,548,2
"19842095",0.84,0,0.16,0,0.02,13,679540,293,3
"19843010",0,0,0,1,0,3,23781,214,1
"19846216",1,0,0,0,0,1,4184,161,3
"19846780",0,1,0,0,0.1,1,264284,952,4
"19850884",0,0,1,0,0,1,1672,76,2
"19851358",0,0,0,1,0,1,8740,716,1
"19852124",0,0,0,1,0,3,8068,121,1
"19852567",0,0,0,1,0,1,12353,264,1
"19853023",0,0.72,0,0.28,0.1,4,141315,167,4
"19853147",0,0.92,0,0.08,0.04,6,685584,209,4
"19855047",0,0,0.83,0.17,0,4,42639,481,2
"19855631",1,0,0,0,0,1,5680,642,3
"19856490",1,0,0,0,0,1,21420,388,3
"19861106",0,0.83,0,0.17,0,4,141579,439,4
"19861226",0,0,0,1,0,4,39240,133,1
"19861984",0,1,0,0,0.15,1,114052,826,4
"19862268",0.72,0,0.28,0,0,2,67639,116,3
"19862703",0.63,0,0.37,0,0,2,179982,38,3
"19862938",0,0.95,0,0.05,0.12,3,469400,84,4
"19863143",0,0.54,0,0.46,0.07,8,148217,109,4
"19863892",0,0,1,0,0,1,19471,265,2
"19864112",1,0,0,0,0,1,62168,653,3
"19865458",0.32,0,0.68,0,0,3,127682,245,2
"19877146",0,0,0,1,0,2,17815,443,1
"19878622",0,0,1,0,0,2,14059,76,2
"19880346",0,0,1,0,0.1,1,20693,132,2
"19883502",0,0,1,0,0.09,2,9989,903,5
"19883840",0,0,1,0,0.02,5,94743,143,2
"19886678",0,0,0,1,0,2,17815,866,1
"19886720",0,0,1,0,0,1,40328,418,2
"19888896",0,0,1,0,0,2,19453,149,2
"19890478",0,0.93,0,0.07,0.03,2,118662,1008,4
"19892625",0,0,0.82,0,0,2,23521,56,2
"19895696",0,1,0,0,0.07,1,145330,147,4
"19900642",0,0.92,0,0.08,0.09,2,130660,163,4
"19900708",0.1,0,0.9,0,0.04,13,298754,536,2
"19900892",0,0.92,0,0.08,0.1,4,300256,457,4
"19901239",0,0,0,1,0,2,32270,80,1
"19901496",0,0,1,0,0.12,3,255500,241,2
"19901756",0,0,1,0,0,1,17714,222,2
"19907184",0,0,1,0,0.15,2,43243,814,5
"19907223",0,0.65,0,0.35,0.08,7,92421,166,4
"19908818",0,0.91,0,0.09,0.11,3,241024,808,4
"19909077",0,1,0,0,0.15,1,96402,893,4
"19912653",0,0,1,0,0,1,12597,28,2
"19918296",0.68,0,0.32,0,0.01,6,144971,415,3
"19918423",0.84,0,0.13,0.03,0.13,5,1577650,63,3
"19921057",0,0,0,1,0,2,23781,361,1
"19922344",0,0.81,0,0.19,0.06,4,98288,866,4
"19923049",0,1,0,0,0.05,2,509620,368,4
"19923325",1,0,0,0,0,1,38638,552,3
"19925627",0,0.91,0,0,0,6,181477,165,4
"19926271",0,0,0,1,0,2,22017,130,1
"19926335",0,0,0,1,0,3,23444,341,1
"19926472",0,0,1,0,0,1,3950,325,2
"19933833",0,0.86,0,0.14,0.05,3,170052,551,4
"19933964",0,0.8,0,0.2,0.1,4,161647,419,4
"19934081",0,0,0,1,0,2,4311,490,1
"19934299",0,0,0,1,0,1,12772,682,1
"19934408",0,1,0,0,0.09,4,485492,46,4
"19934491",1,0,0,0,0,1,12597,374,3
"19934618",0,0,0,1,0,2,19328,537,1
"19934664",0,0,0,1,0,1,10924,108,1
"19934940",0,1,0,0,0.12,1,84690,210,4
"19935036",0,0.95,0.02,0.03,0.04,9,990060,307,4
"19935221",0.34,0,0.66,0,0,2,32428,588,2
"19936092",0.36,0.64,0,0,0.06,4,216140,700,4
"19936165",0,0,0,1,0,12,132838,76,1
"19937677",0.06,0,0.94,0,0,19,883757,79,2
"19938684",0,0,0.75,0.25,0,3,62002,52,2
"19941616",0.09,0.47,0.44,0,0.08,75,4231067,180,4
"19942502",0,0,1,0,0,3,27638,259,2
"19942651",0,0,0,1,0,1,9664,256,1
"19942676",0,0,0,1,0,2,16722,731,1
"19943358",0,0,0.64,0.36,0,3,62468,157,2
"19943362",0,0,1,0,0,2,80496,133,2
"19943864",0.01,0.98,0,0.01,0.29,76,9129379,23,4
"19944238",0,0.95,0,0.05,0.14,2,133064,1011,4
"19944289",0,0,1,0,0.17,3,16930,878,5
"19946071",0.27,0,0.73,0,0.09,13,381678,356,2
"19946270",0,1,0,0,0.04,1,363008,200,4
"19946271",0,0.78,0,0.22,0.11,8,181359,345,4
"19946709",0,0,0,1,0,1,14538,122,1
"19946798",0,0,1,0,0.05,1,88731,125,2
"19948043",0,1,0,0,0.04,1,241992,341,4
"19948487",0,0.77,0,0.23,0,4,91395,251,4
"19952698",0,1,0,0,0.06,1,142086,616,4
"19952896",0.27,0.58,0.15,0,0.02,7,464174,42,4
"19952898",0,0,0,1,0,2,30840,346,1
"19953106",0,0,0,1,0,4,39160,151,1
"19953387",0,0,0.53,0.47,0,3,47188,181,2
"19957338",0,0,1,0,0,1,12765,622,2
"19958125",0,0,1,0,0,11,28075,37,2
"19958702",0,1,0,0,0,2,114276,409,4
"19962621",0.49,0,0.51,0,0.05,5,79983,562,3
"19963013",0,0,1,0,0,1,19134,255,2
"19963784",0,0.96,0,0.04,0,2,52420,693,4
"19963860",0,1,0,0,0,1,97462,104,4
"19964808",0,0,0,1,0,2,12437,607,1
"19965063",0,1,0,0,0,2,70570,308,4
"19965112",0,0.88,0,0.12,0.08,4,227836,84,4
"19966199",0,0,0,1,0,4,49745,856,1
"19966893",0,1,0,0,0.14,1,130136,299,4
"19968000",0,0,1,0,0,2,11739,70,2
"19970123",0,0.9,0,0.1,0.05,6,951225,202,4
"19970240",1,0,0,0,0,1,13437,304,3
"19981313",0,0,1,0,0.04,1,185530,453,2
"19982673",0,0,1,0,0.06,2,25901,196,2
"19983500",0.28,0.23,0.47,0.02,0.01,47,1974920,39,2
"19984920",0,0,1,0,0.18,3,81320,808,5
"19987886",1,0,0,0,0,1,94100,37,3
"19991114",0,1,0,0,0,2,63008,101,4
"19991346",0,0,0,1,0,1,16807,852,1
"19991723",1,0,0,0,0.02,1,13168,105,3
"19992134",0,0.73,0.06,0.21,0.09,7,142457,147,4
"19992250",0,0.85,0,0.15,0.03,4,236204,194,4
"19996781",0,0,0.82,0.18,0,3,16673,186,2
"19999121",0,0,1,0,0.14,6,60585,73,2
"19999842",0,0,0,1,0,1,9664,287,1
"20004095",0,0,0,1,0,6,60638,391,1
"20005037",0.06,0.89,0.04,0,0.06,6,1389400,37,4
"20005713",0,0,1,0,0,2,5437,847,5
"20008654",0,1,0,0,0.13,1,128336,898,4
"20010491",0,0,1,0,0,1,11346,469,2
"20011038",0,1,0,0,0.04,1,212944,412,4
"20016188",0,0.87,0,0.13,0.1,3,97110,215,4
"20016436",0,0,1,0,0.12,1,67848,322,2
"20017232",0,0,0,1,0,3,25445,473,1
"20017250",0,0,0,1,0,1,14538,341,1
"20017480",0,0,1,0,0.12,1,41204,241,2
"20019202",0,1,0,0,0.13,2,262932,139,4
"20020640",0,0,0,1,0,1,6303,58,1
"20024281",0,1,0,0,0,4,215092,118,4
"20024857",0,1,0,0,0,1,9412,200,4
"20025507",0,0,1,0,0,1,67140,42,2
"20026146",0.34,0,0.66,0,0.03,39,1611607,47,2
"20026433",0,0,1,0,0,1,2513,24,2
"20026889",0,0,0,1,0,2,22436,240,1
"20027069",0,0,1,0,0.12,1,24618,676,5
"20029185",0,0,0,1,0,1,18067,529,1
"20029641",0,0,0.99,0.01,0,2,67579,525,2
"20030616",0,0,1,0,0,1,3681,318,2
"20030791",0,1,0,0,0,1,42437,612,4
"20031125",0,0,1,0,0,1,84025,650,2
"20032344",0,0,0,1,0,2,18488,615,1
"20032848",0,0.8,0,0.2,0.12,3,125380,452,4
"20033320",0,0,1,0,0.06,4,67307,53,2
"20033931",0.18,0,0.82,0,0.05,8,241028,41,2
"20034368",0,1,0,0,0,1,147891,319,4
"20036319",0,0.69,0.31,0,0.09,6,204547,202,4
"20036787",0,0,1,0,0,1,92429,104,2
"20037847",0,0.6,0.4,0,0.19,11,1253565,286,5
"20039235",0,0,1,0,0,1,40272,930,5
"20042234",0,0,1,0,0,2,5026,381,2
"20043482",0,0.49,0.51,0,0.02,6,547607,96,4
"20047213",0.04,0,0.96,0,0.16,20,747778,245,2
"20049377",0,0,0,1,0,1,9664,422,1
"20049879",0,0,0,1,0,1,16807,60,1
"20050289",0,0,1,0,0,1,4269,264,2
"20050605",0,0.94,0,0,0,2,275595,188,4
"20052205",0,0,0,1,0,1,12353,255,1
"20052882",0.01,0.95,0,0.04,0,3,297101,26,4
"20054152",0,1,0,0,0,3,576428,47,4
"20054534",0,1,0,0,0.02,3,128883,95,4
"20061150",0,0,0,1,0,4,71563,234,1
"20061659",0,0,1,0,0,2,28421,987,5
"20061729",0,1,0,0,0.12,1,124018,107,4
"20061754",1,0,0,0,0,2,88218,98,3
"20064277",0,1,0,0,0,1,126034,733,4
"20064793",0,0.78,0,0.22,0.05,5,156188,451,4
"20064976",0,0,1,0,0,1,16874,68,2
"20064981",0,0,0,1,0,1,10504,955,1
"20065280",0,0,0,1,0,1,6050,860,1
"20065374",0,1,0,0,0.05,2,438824,24,4
"20065537",0,0,1,0,0,1,10472,73,2
"20065679",0,1,0,0,0.08,2,768480,60,4
"20065740",0,0.84,0,0.16,0.07,8,190242,419,4
"20065846",0,0.75,0.01,0.25,0,8,261554,585,4
"20065928",0,1,0,0,0.06,1,31127,675,4
"20066633",0,1,0,0,0.06,2,241716,35,4
"20067022",0,0,0,1,0,1,4874,411,1
"20070171",0,1,0,0,0,1,72261,182,4
"20075885",0,0,0.88,0.12,0,3,41084,794,5
"20076503",0,0,0,1,0,1,8403,181,1
"20078729",0,0.96,0.04,0,0.06,3,327317,236,4
"20078911",0,1,0,0,0.14,1,140490,95,4
"20079344",0,0,0,1,0,1,16303,186,1
"20079793",0,0,0,1,0,1,9664,614,1
"20079822",0,0,0,1,0,1,8403,299,1
"20080179",0,0,0,1,0,1,8740,598,1
"20080207",0,0,0,1,0,3,31512,32,1
"20080325",0,0.66,0,0.34,0.08,4,102756,160,4
"20080353",0,0,0,1,0,3,24453,171,1
"20080559",0,0,0,1,0,1,13277,430,1
"20082938",0,0.76,0.17,0.07,0,8,365410,307,4
"20083959",0,0,1,0,0.03,12,506410,276,2
"20085485",0,0,0,1,0,1,4538,884,1
"20085685",0,0,0,1,0,2,5631,723,1
"20086207",1,0,0,0,0.12,1,10203,690,3
"20087690",0,0,1,0,0,1,121840,109,2
"20088155",0,0,1,0,0,2,8555,81,2
"20088847",0,0,1,0,0.07,12,480590,26,2
"20090133",0,0,0.94,0,0,2,68050,132,2
"20090147",0,0.8,0,0.2,0.07,4,33669,122,4
"20090977",0,1,0,0,0.04,1,217800,138,4
"20092699",0,0,1,0,0,3,93933,129,2
"20094601",0,0,0,1,0,1,15546,920,1
"20094695",0,0,1,0,0.12,1,169208,88,2
"20094934",0,0,0,1,0,1,12353,33,1
"20097701",0,0,0,1,0,1,7563,920,1
"20097859",0,0,1,0,0,1,5361,586,2
"20099926",0,0,0,1,0,2,16807,852,1
"20101164",0,0,0.8,0,0,2,20790,138,2
"20102001",1,0,0,0,0,1,19319,486,3
"20102209",0,0,0,1,0,2,22352,34,1
"20102849",0,0.87,0,0.13,0.12,3,47614,111,4
"20102879",0,0,0,1,0,1,9244,739,1
"20103603",0,0,0,1,0,1,8403,287,1
"20103788",0,0,0,1,0,1,7394,341,1
"20104181",0,0,0,1,0,2,19159,471,1
"20104195",1,0,0,0,0,1,36966,210,3
"20105399",0,0,0,1,0,2,17564,241,1
"20106882",0,0,1,0,0,1,3143,346,2
"20110461",0,0,1,0,0,1,9008,27,2
"20111282",0,0,1,0,0,1,1672,175,2
"20111444",0,0.81,0,0.19,0.12,8,232320,24,4
"20112702",0,0,1,0,0,1,7126,137,2
"20113136",0,0,1,0,0,3,7555,194,2
"20113282",0.95,0,0.05,0,0,2,68050,172,3
"20113906",0,1,0,0,0,1,117630,142,4
"20114302",1,0,0,0,0,1,52807,40,3
"20114723",1,0,0,0,0,1,39487,133,3
"20115271",0.62,0,0.38,0,0.03,4,250554,38,3
"20115974",0,0,0,1,0,1,5378,741,1
"20116009",0,0,0,1,0,2,32268,95,1
"20116341",0,0.95,0,0.05,0.11,2,364088,998,4
"20117297",0,0,1,0,0,1,6714,32,2
"20117430",0,1,0,0,0.05,1,95176,654,4
"20119307",0,0,1,0,0,2,5025,361,2
"20119486",0,0,0,1,0,2,22436,230,1
"20124209",0,0,1,0,0,1,8395,91,2
"20125045",0,0.94,0,0.06,0.05,8,1857536,117,4
"20127952",0,0.62,0.12,0.26,0.06,7,96850,98,4
"20130997",0,0,0,1,0,2,25125,115,1
"20131024",0.69,0,0.12,0.2,0.03,5,24673,124,3
"20133974",0,0,0.97,0,0,2,142849,146,2
"20134067",0.09,0.48,0.41,0.02,0.09,10,1223747,203,4
"20134728",0,0.99,0,0.01,0.12,3,171428,89,4
"20135360",0,0,1,0,0.09,4,116765,490,2
"20135561",0,0,1,0,0,1,10916,109,2
"20135605",0,0.98,0,0.02,0.14,3,181533,60,4
"20137435",1,0,0,0,0,1,5034,466,3
"20142437",0,0,1,0,0,1,14067,252,2
"20143645",0,0,1,0,0.12,1,7555,286,2
"20143931",0,0,1,0,0.1,1,6808,672,5
"20144590",0,1,0,0,0.08,3,745248,186,4
"20145731",0,0,0,1,0,2,14117,132,1
"20146502",0,0,1,0,0.1,2,46134,712,5
"20147100",0,0,1,0,0,2,2815,220,2
"20150651",0,0,1,0,0,1,7941,817,5
"20150882",0,1,0,0,0,1,45362,397,4
"20151375",0,0.92,0.08,0,0.07,3,2596046,76,4
"20154983",1,0,0,0,0,1,8386,320,3
"20155310",0,0,1,0,0,1,42000,105,2
"20157119",0,0.95,0,0,0,2,93260,172,4
"20157599",0,0,0,1,0,2,18404,226,1
"20157907",0,0,0,1,0,2,16722,405,1
"20158176",0,0,0,1,0,1,9664,242,1
"20160873",0,0,1,0,0,2,23228,52,2
"20163440",1,0,0,0,0,1,12597,363,3
"20173751",0,0.93,0.07,0,0.01,8,1217405,118,4
"20176508",1,0,0,0,0,1,20874,27,3
"20176571",0,0.84,0,0.16,0.08,10,313690,115,4
"20176618",0,0.94,0,0.06,0.06,3,303298,644,4
"20176775",0,0,1,0,0,1,13647,25,2
"20177127",0,0,0,1,0,3,46387,245,1
"20177153",0,0,0,1,0,1,9664,613,1
"20177188",0,0,0,1,0,1,16303,224,1
"20177285",0,1,0,0,0,2,217623,81,4
"20177861",0,0,1,0,0,1,20152,48,2
"20182472",0,0,1,0,0.05,1,61303,370,2
"20183323",1,0,0,0,0.05,2,63714,68,3
"20193939",0,0.89,0,0.11,0.13,3,220068,755,4
"20196444",0,1,0,0,0.06,1,31925,46,4
"20196995",0,1,0,0,0.14,1,159700,212,4
"20197437",0,0.9,0,0.1,0.3,7,404466,95,4
"20198180",1,0,0,0,0.04,1,111303,132,3
"20200713",0,0,1,0,0,1,93269,292,2
"20203757",0,0,1,0,0,2,21832,137,2
"20204037",0,1,0,0,0.13,1,50708,954,4
"20204594",0,0,1,0,0,1,2513,348,2
"20210981",0,0,1,0,0,1,7891,181,2
"20228658",0,0,1,0,0.05,30,499950,62,2
"20232570",1,0,0,0,0,1,47471,259,3
"20234437",0,0.81,0,0.19,0.12,3,131296,430,4
"20238936",1,0,0,0,0,1,45370,146,3
"20240392",0,0,0,1,0,1,15546,1000,1
"20242406",0,0.92,0,0.08,0,2,37395,830,4
"20243001",1,0,0,0,0,1,11076,465,3
"20253086",0,1,0,0,0.15,1,69805,1000,4
"20253919",0,1,0,0,0,1,115332,523,4
"20256024",0,0.84,0,0.16,0.15,7,429603,49,4
"20256445",0,0,0,1,0,2,19831,185,1
"20256569",0,0,0,1,0,1,16303,329,1
"20261183",0,1,0,0,0.14,1,124204,137,4
"20263426",0,0.92,0,0.08,0.09,5,911046,231,4
"20263505",0,0,0,1,0,1,9664,136,1
"20263996",0,0,0,1,0,1,4874,319,1
"20264347",0,0.88,0,0.12,0.03,16,811617,468,4
"20265154",0,0,0,1,0,1,14538,327,1
"20266640",0,1,0,0,0.06,2,276188,632,4
"20266677",0,0.91,0,0.09,0.05,3,131328,427,4
"20268392",1,0,0,0,0.05,1,19353,189,3
"20268444",0.22,0,0.78,0,0.11,33,654562,66,2
"20268560",0,0,1,0,0.08,2,12824,572,5
"20268602",0,0,1,0,0,1,35429,936,5
"20272651",0,0,0,1,0,1,9244,824,1
"20272974",0,0.8,0,0.2,0.12,3,46676,818,4
"20273019",0,0.83,0,0.17,0.07,3,32596,829,4
"20273158",0,0.92,0,0.08,0.1,4,147600,346,4
"20273164",0,0.89,0,0.11,0.11,5,147194,298,4
"20273208",0,0,0,1,0,3,21343,48,1
"20273750",0,0,1,0,0,1,63857,292,2
"20276678",0,0,1,0,0,4,29638,84,2
"20276767",0,0,1,0,0,1,18050,964,5
"20277567",0,0,0,1,0,3,8908,739,1
"20278407",0,0,1,0,0,1,11597,91,2
"20280133",0,0,1,0,0,1,32118,1012,5
"20290519",0,1,0,0,0.05,1,132286,676,4
"20290712",0,0,1,0,0.1,1,20610,882,5
"20291326",0,0,0,1,0,3,20806,346,1
"20291441",0,0,0,1,0,3,37224,227,1
"20291586",0,0.79,0,0.21,0.11,3,60472,160,4
"20291649",0,0,1,0,0,1,99151,44,2
"20291653",0,0,1,0,0,1,92429,345,2
"20291898",0.07,0.71,0.09,0.12,0.13,14,198952,142,4
"20292381",0,0.77,0,0.23,0,4,113492,937,4
"20292786",0,0,0,1,0,3,28151,821,1
"20292935",1,0,0,0,0,1,28554,76,3
"20292944",0,0.89,0,0.11,0,3,137278,677,4
"20293510",0,0,1,0,0,1,5244,53,2
"20301004",0,0,0.77,0,0,2,18294,250,2
"20301971",0,0,0,1,0,1,8740,494,1
"20304521",0,0,1,0,0,1,7319,88,2
"20310187",0,0,1,0,0,2,56286,293,2
"20312022",0,1,0,0,0,2,147864,27,4
"20312784",0,0.96,0,0.04,0.05,2,401448,469,4
"20313202",0,0,1,0,0,1,5092,61,2
"20313321",0.44,0,0.56,0,0,5,223477,238,3
"20313443",0,0,0.8,0,0,2,20790,161,2
"20313462",0,0,0,1,0,1,4874,312,1
"20314103",0,0,0,1,0,1,16303,455,1
"20315249",0,0,1,0,0,2,2680,437,2
"20315489",0,0,0,1,0,1,9664,114,1
"20315772",0,0,1,0,0,1,7764,987,5
"20316006",0,0,0,1,0,1,9664,248,1
