"","Frecuencia","$ Margen","$ Venta","Recencia","cluster"
"4607341",1,13880,20184,692,3
"4610426",1,39862,68382,714,3
"4610845",38,442488,1485793,55,2
"4610941",26,327761,537811,420,1
"4612658",2,140858,408149,495,3
"4615383",1,45890,92430,49,2
"4615606",5,51171,55982,781,4
"4616440",2,74277,204261,38,2
"4616518",6,18162,71436,889,4
"4616541",6,150362,474042,629,3
"4617430",9,116411,284748,62,2
"4617673",6,77532,157236,33,2
"4618605",1,18199,28815,343,1
"4619110",4,140962,557942,103,2
"4619994",3,68532,241044,160,2
"4620547",4,334416,672371,196,2
"4621204",34,431068,1757584,105,2
"4621209",19,428343,1586627,448,1
"4622360",4,78586,183321,360,1
"4623053",17,204326,600012,158,2
"4624003",3,179120,442052,208,1
"4624409",3,48259,78150,33,2
"4625857",11,268832,1119430,213,1
"4626229",13,694087,2488009,139,2
"4626435",4,17050,67118,315,1
"4626868",39,821780,2652539,32,2
"4627052",10,498965,1249868,101,2
"4628075",1,14537,14538,370,1
"4630065",3,34458,139478,269,1
"4630270",42,430546,1712307,83,2
"4632037",3,35607,107304,775,4
"4632043",2,35624,185673,654,3
"4632635",3,84055,145709,44,2
"4633864",3,97920,374740,70,2
"4634171",3,21468,55427,809,4
"4634486",4,86716,154925,648,3
"4635107",18,386505,1405457,594,3
"4635450",1,9203,16739,74,2
"4635850",2,16148,68319,325,1
"4636480",4,70059,148518,923,4
"4636818",1,7767,13529,943,4
"4637024",1,6887,10022,348,1
"4639669",13,93182,386791,403,1
"4640409",1,1817,5462,229,1
"4640680",2,45378,45379,941,4
"4640723",5,43088,54706,326,1
"4640884",2,14754,16446,47,2
"4641220",1,148044,275264,69,2
"4642020",2,102778,185083,790,4
"4643730",19,156692,518984,39,2
"4644357",7,61537,264509,863,4
"4644884",6,38653,140652,801,4
"4645223",2,46745,130533,1001,4
"4645628",4,250080,1074924,378,1
"4646535",6,31901,51937,633,3
"4646553",2,23581,71229,276,1
"4647072",4,14345,27900,201,1
"4649156",1,23460,64529,41,2
"4649160",2,282396,845178,140,2
"4651385",2,75776,336100,402,1
"4653165",2,14649,20664,983,4
"4653225",3,130250,479069,59,2
"4653901",2,41651,68235,867,4
"4654308",4,13122,45949,278,1
"4656788",1,32999,96636,997,4
"4657329",3,36154,77506,923,4
"4658193",1,12352,12353,693,3
"4659260",1,11426,11428,250,1
"4662845",2,13390,40395,749,3
"4665642",3,95410,222877,86,2
"4666005",1,2146,6286,518,3
"4667226",1,22788,63857,299,1
"4667579",1,1853,3176,767,4
"4668515",6,225028,445356,808,4
"4668681",4,55062,197446,945,4
"4668776",1,14116,52084,413,1
"4670350",2,39299,98866,518,3
"4671869",1,45418,114268,623,3
"4672619",3,6047,27723,675,3
"4673382",3,22888,34740,679,3
"4674736",4,24874,94193,728,3
"4675607",3,44548,74446,510,3
"4677104",10,205706,811587,766,4
"4678605",1,1933,1933,139,2
"4678653",2,41434,126816,936,4
"4678700",1,12604,12605,835,4
"4680119",1,5880,31454,856,4
"4680161",1,18066,18067,431,1
"4680708",1,15422,57126,1013,4
"4680724",4,20990,99613,703,3
"4681449",9,191424,627556,61,2
"4683175",1,4356,87050,923,4
"4683691",2,47376,101088,888,4
"4683848",1,23363,38218,864,4
"4684223",4,116225,370586,829,4
"4684951",18,565090,3144256,167,2
"4685130",1,21007,21008,832,4
"4685473",3,30684,81543,240,1
"4686873",1,8402,8403,641,3
"4686875",11,118697,290855,46,2
"4688690",2,11258,11260,937,4
"4690257",10,181512,679745,789,4
"4690541",4,27418,45938,62,2
"4692650",3,48234,48237,153,2
"4692864",1,1800,4025,70,2
"4693298",6,365040,1037434,983,4
"4693910",1,2505,3899,849,4
"4695530",6,67485,157704,378,1
"4695810",72,2484765,8410987,23,2
"4695875",1,1164,5034,944,4
"4696144",2,14799,25958,773,4
"4696866",1,10084,10084,969,4
"4698472",2,12746,18614,608,3
"4698746",1,1884,8368,977,4
"4700533",3,41927,41932,118,2
"4703451",2,14092,34017,116,2
"4710054",3,19555,25132,560,3
"4710733",2,52620,142470,730,3
"4712295",9,263151,659087,480,3
"4712603",3,158540,326377,644,3
"4713501",11,36355,77540,269,1
"4713670",5,42696,84947,460,1
"4714722",1,246040,740624,147,2
"4715099",7,99742,139243,461,1
"4715470",2,148260,430059,280,1
"4715718",19,355963,1143640,111,2
"4715865",5,39838,63059,791,4
"4716298",1,8564,33874,474,3
"4719310",32,803553,1677339,279,1
"4719750",2,1679,2858,238,1
"4719769",66,570860,1564070,892,4
"4720444",3,36719,36722,905,4
"4720476",2,16048,16050,90,2
"4720569",1,7970,32437,1007,4
"4721581",2,1298,3832,468,3
"4721830",16,296992,686412,188,2
"4724226",2,40638,90564,853,4
"4724729",1,11588,17334,937,4
"4728153",17,186173,1151764,601,3
"4728620",4,73106,280366,606,3
"4728816",2,87355,310545,151,2
"4732647",1,8409,20336,800,4
"4732757",13,407768,1753962,465,3
"4734025",2,20217,35631,915,4
"4738450",1,83348,177452,300,1
"4738676",1,29183,64849,696,3
"4740700",72,970076,2104981,145,2
"4741297",2,48416,85721,490,3
"4741303",2,100369,262739,950,4
"4741334",23,614317,1859567,75,2
"4741434",2,55825,238933,699,3
"4741468",2,22669,39411,613,3
"4742503",4,7926,69539,510,3
"4743435",1,4691,8276,782,4
"4745973",3,42986,122681,96,2
"4748645",13,607172,1602811,279,1
"4749470",1,1986,19840,816,4
"4753290",6,570414,1909443,502,3
"4753922",8,173463,299679,269,1
"4754833",19,644179,1982505,256,1
"4756258",11,504411,1373941,224,1
"4756728",8,283680,1181849,168,2
"4757328",8,88266,188426,27,2
"4757433",9,87517,268807,100,2
"4758076",1,6946,31916,828,4
"4758190",1,21007,21008,982,4
"4759065",23,207608,612249,80,2
"4761961",13,394297,1004980,130,2
"4762377",1,52128,156296,923,4
"4763669",2,13540,38546,244,1
"4763855",1,11455,22064,832,4
"4764159",4,24918,138219,615,3
"4764263",22,1077577,4941261,124,2
"4764361",2,33561,78529,809,4
"4764575",2,194031,648825,661,3
"4765349",1,348180,1097112,157,2
"4765398",2,52588,320128,159,2
"4766122",3,137930,514546,990,4
"4766389",1,1981,3084,320,1
"4766729",1,36506,105428,1001,4
"4768373",18,940257,2852311,77,2
"4770690",1,4014,10000,797,4
"4772165",1,6386,6386,333,1
"4772523",4,19283,33704,954,4
"4774819",2,197960,530744,339,1
"4774875",2,2196,8639,731,3
"4775861",1,10503,10504,931,4
"4776523",1,2689,2689,588,3
"4776649",38,354007,1073915,125,2
"4776933",4,44248,44253,86,2
"4777957",5,391538,1526220,308,1
"4778547",11,120476,525551,137,2
"4778587",22,237999,797242,66,2
"4778602",1,41860,146028,1020,4
"4780426",8,186540,405337,773,4
"4781375",1,3220,5866,405,1
"4782488",8,208285,658041,62,2
"4783172",5,536084,1559506,234,1
"4784209",6,146733,361690,686,3
"4784421",25,1120461,3554796,38,2
"4785379",3,113654,222753,181,2
"4785981",4,62384,134281,167,2
"4786036",4,101588,185899,969,4
"4786068",75,750749,1922414,467,3
"4786465",19,592347,1141021,161,2
"4787049",1,8162,13034,698,3
"4787138",1,4787,8395,440,1
"4787145",1,19760,25220,605,3
"4788266",2,34084,67144,444,1
"4788840",7,19926,66878,397,1
"4789045",1,6386,6386,279,1
"4789177",3,50471,157206,581,3
"4789298",2,59930,198316,549,3
"4789767",3,44980,113186,304,1
"4790973",4,31470,93193,525,3
"4793191",5,80043,131396,226,1
"4794937",3,96807,212965,903,4
"4795464",1,56354,112924,662,3
"4795917",6,142168,536002,602,3
"4798103",1,15545,15546,865,4
"4799569",2,22050,105210,829,4
"4799748",1,2322,3664,921,4
"4801715",1,21167,34177,675,3
"4802195",3,52338,96286,188,2
"4802202",1,12352,12353,49,2
"4802262",2,21343,21344,752,3
"4803451",1,7114,23723,68,2
"4803999",24,1728459,6390290,89,2
"4804134",32,369119,898765,392,1
"4805032",1,50974,234302,801,4
"4805191",1,134016,519336,536,3
"4805536",2,168202,447906,493,3
"4806121",1,20430,41529,588,3
"4806383",18,1147252,3598144,56,2
"4806479",12,80011,272283,96,2
"4806643",350,1674223,3710293,122,2
"4807181",7,306867,512718,390,1
"4808311",4,39828,105288,559,3
"4808968",13,448805,1159867,102,2
"4809155",6,65875,150323,132,2
"4812601",5,29068,424320,576,3
"4812924",16,407021,1075651,45,2
"4815195",7,129339,262368,28,2
"4815375",6,8313,24639,672,3
"4815496",1,50154,193587,317,1
"4816057",3,34030,34032,45,2
"4818644",2,29857,76031,367,1
"4820033",4,131755,347658,464,3
"4820612",37,468091,1671796,23,2
"4820761",4,39867,158912,724,3
"4821583",3,22244,38983,131,2
"4821831",4,47723,98557,67,2
"4822071",3,9327,36832,469,3
"4822720",2,38150,38152,139,2
"4822729",1,8371,14308,1013,4
"4822993",28,649470,2569636,221,1
"4823109",7,85257,98438,241,1
"4823727",2,3678,17798,58,2
"4823844",2,126944,396933,275,1
"4824221",5,69169,108264,501,3
"4824251",2,223752,376468,117,2
"4824571",1,6675,11992,879,4
"4824635",3,30214,71102,751,3
"4825597",140,1953341,8314527,26,2
"4825635",1,21081,36235,831,4
"4825943",9,291265,1319692,241,1
"4826664",11,80585,148246,165,2
"4826827",2,33940,69023,329,1
"4827076",3,12995,22963,850,4
"4827201",1,9243,9244,812,4
"4827888",4,26590,26974,266,1
"4828116",4,52520,52523,98,2
"4829182",1,84118,324690,347,1
"4829905",4,25125,39359,822,4
"4829944",1,44100,154606,641,3
"4830464",3,50326,137598,549,3
"4832819",1,3528,6204,231,1
"4835096",1,64872,165288,921,4
"4835810",1,161772,412794,259,1
"4836073",12,306892,872818,201,2
"4836759",1,80420,151598,108,2
"4836905",93,4682058,14879491,517,3
"4837137",1,35390,97234,790,4
"4837646",1,11397,38647,338,1
"4837835",2,20343,105865,942,4
"4837881",2,57069,92419,28,2
"4838335",2,108458,339673,146,2
"4838382",1,17480,17480,341,1
"4839058",3,28463,55845,98,2
"4839393",2,141865,593457,606,3
"4841196",1,6067,35286,936,4
"4841805",63,350452,1373999,63,2
"4842252",8,91809,255366,334,1
"4842362",2,17898,48437,969,4
"4844181",1,8943,12239,816,4
"4844524",3,33256,56974,1012,4
"4844938",1,96611,176707,798,4
"4846193",30,1037481,5635769,27,2
"4846933",5,7052,12403,976,4
"4847418",12,247645,492295,161,2
"4847632",6,88258,215363,641,3
"4847979",10,298845,999792,328,1
"4849217",6,663654,2340386,376,1
"4849767",2,13674,27203,756,3
"4849768",1,49432,99816,298,1
"4851163",2,46681,88828,304,1
"4852297",3,97257,326049,171,2
"4855878",48,2995432,10559395,174,2
"4856525",3,9657,18228,304,1
"4859602",2,2269,3033,882,4
"4860366",52,710015,3364765,73,2
"4864280",1,10168,28404,887,4
"4864327",1,16668,83950,776,4
"4865423",4,32356,111528,622,3
"4866372",87,1232786,2979039,56,2
"4868053",6,84730,267279,634,3
"4868139",25,924156,2480771,145,2
"4868199",8,481064,2065691,626,3
"4868773",1,69240,123376,713,3
"4868955",1,22870,40328,160,2
"4869426",3,69248,193016,804,4
"4869500",8,63886,222690,629,3
"4869639",2,27969,119992,385,1
"4870343",3,12428,31109,997,4
"4870489",2,41859,99771,811,4
"4871275",71,586108,1736658,67,2
"4871805",2,33049,77172,230,1
"4871967",6,87819,143797,627,3
"4872876",4,65543,65548,73,2
"4873667",1,3231,5520,565,3
"4874525",4,6594,15345,61,2
"4875963",1,15636,52933,650,3
"4876167",34,469845,1397956,402,1
"4876645",23,436183,1012841,138,2
"4876985",1,13865,13866,24,2
"4877448",51,565405,1305227,26,2
"4877908",89,1157947,3267394,47,2
"4878195",4,38666,65298,577,3
"4878350",4,160625,561961,293,1
"4878362",1,3531,17622,335,1
"4879046",121,12085033,36694257,33,2
"4879174",1,49096,93866,660,3
"4879518",4,22570,58640,906,4
"4884322",6,131950,350661,209,1
"4884459",2,10641,38639,683,3
"4888475",2,26163,46900,956,4
"4890094",3,27042,54104,812,4
"4890134",1,17226,17227,943,4
"4890852",10,13592,56983,76,2
"4890855",38,1039261,2555197,710,3
"4891161",65,2717785,6385926,114,2
"4891245",3,140042,582032,784,4
"4891858",3,109763,228890,69,2
"4892145",1,1309,5874,381,1
"4893868",1,6139,12597,599,3
"4893999",1,8727,16889,980,4
"4895578",2,12306,18664,348,1
"4896558",4,152967,535286,368,1
"4898751",1,4790,4790,229,1
"4899410",6,126816,227193,175,2
"4900334",2,21491,39201,138,2
"4901607",3,91353,176277,69,2
"4902193",13,424329,1605990,65,2
"4902237",1,60426,200050,586,3
"4902439",15,171739,344927,334,1
"4902561",1,3098,9739,147,2
"4903715",4,28880,150160,667,3
"4903782",3,19658,58102,735,3
"4904133",2,102450,253402,42,2
"4904210",1,45860,252092,796,4
"4904492",17,395453,979055,339,1
"4905209",6,384825,1199253,118,2
"4905330",14,171841,461833,340,1
"4907811",10,173569,854222,791,4
"4908456",4,60022,100605,864,4
"4909821",3,79737,279061,68,2
"4910058",11,196559,472732,406,1
"4911327",28,7311029,30725144,126,2
"4913215",1,1500,4193,406,1
"4913423",15,295043,785582,28,2
"4914362",1,77780,290404,59,2
"4915992",2,217604,664967,605,3
"4917056",1,12100,12100,824,4
"4919963",56,1886756,5291867,39,2
"4920034",1,90476,292682,746,3
"4921354",2,104626,315506,214,1
"4921932",1,72796,172248,994,4
"4921954",4,24000,29881,649,3
"4922567",8,165907,470128,100,2
"4922621",3,20165,20168,920,4
"4924497",2,53551,178244,672,3
"4925179",1,1738,2387,629,3
"4927487",1,21820,144200,677,3
"4928942",5,65661,67312,567,3
"4929132",27,591901,2231748,125,2
"4929258",2,34022,89899,84,2
"4929478",6,100431,163203,588,3
"4930622",3,125734,435256,903,4
"4931172",8,45207,94930,24,2
"4931692",5,184931,384009,103,2
"4933095",3,56648,109692,905,4
"4934463",6,195775,382091,551,3
"4935218",2,12696,59075,819,4
"4936481",11,244520,551203,908,4
"4937332",2,53131,175041,591,3
"4938571",2,12211,46202,735,3
"4938770",1,2440,6588,705,3
"4941204",16,245569,568558,787,4
"4941514",3,7716,13604,843,4
"4944312",41,377333,1059589,59,2
"4946666",1,4201,4202,773,4
"4949094",2,40594,73559,719,3
"4949524",4,34385,113276,110,2
"4952022",3,67989,141938,595,3
"4952399",21,727465,2675165,122,2
"4954252",3,112852,183246,52,2
"4955340",2,53374,165968,503,3
"4955562",2,20000,20000,269,1
"4957204",158,3257394,10510508,26,2
"4958597",43,1410848,4646242,159,2
"4959204",4,26973,50369,682,3
"4964045",3,19786,156470,941,4
"4965018",3,3294,11748,500,3
"4965672",13,410469,1020423,37,2
"4966699",2,5046,9258,767,4
"4967004",1,8885,38647,910,4
"4967779",1,9629,19319,574,3
"4969140",2,9183,15311,962,4
"4969183",6,233383,1001248,678,3
"4969700",1,16178,33150,976,4
"4974779",7,204127,723573,532,3
"4974862",13,54708,110296,39,2
"4974920",4,159855,298344,46,2
"4975428",5,136673,525076,466,3
"4977795",1,24309,55338,609,3
"4978222",1,44094,75582,304,1
"4978337",1,14782,21820,811,4
"4978453",1,3052,5026,140,2
"4978848",1,6120,31084,432,1
"4979464",1,7736,34445,362,1
"4979515",10,84411,237610,129,2
"4980932",1,98836,230236,138,2
"4982476",1,97660,177563,565,3
"4984135",1,29850,68018,53,2
"4985413",4,123898,365867,1014,4
"4986274",9,384333,1463356,416,1
"4987079",1,27215,74210,74,2
"4990373",2,2980,7650,62,2
"4990705",10,84656,216594,588,3
"4991871",4,52873,107125,601,3
"4994078",9,205779,808260,391,1
"4994197",2,117207,284775,255,1
"4994271",7,135307,486016,228,1
"4994344",1,190728,408420,633,3
"4994515",10,78421,82775,319,1
"4994548",2,17135,44067,605,3
"4996743",124,943677,2279941,97,2
"4996925",5,66927,325866,392,1
"4997079",28,382835,1197700,605,3
"4997216",1,17634,83258,588,3
"4998018",1,22359,100427,915,4
"4998182",1,15309,42008,633,3
"4998303",4,146411,288596,251,1
"4999034",13,325080,709316,791,4
"4999806",4,42301,98378,310,1
"5001300",1,18324,66378,364,1
"5002201",1,4538,4538,943,4
"5003463",2,4726,16361,871,4
"5003812",5,25329,78765,775,4
"5005048",12,142191,456267,153,2
"5005120",1,790,1580,917,4
"5005270",1,1549,3353,739,3
"5006569",1,6386,6386,627,3
"5007619",2,104781,224338,1005,4
"5008637",4,156970,598781,382,1
"5009009",1,11604,17258,658,3
"5009036",1,14034,44529,646,3
"5010387",29,517625,1277687,49,2
"5011745",3,41984,67502,647,3
"5011971",1,9744,11592,832,4
"5014199",5,31533,79984,517,3
"5015054",10,432723,1632523,213,1
"5015164",145,2925405,6395966,62,2
"5015235",2,29469,66950,326,1
"5016281",2,334971,667974,392,1
"5016449",3,41468,91748,942,4
"5016577",4,29889,32199,413,1
"5017120",5,80153,95136,385,1
"5019666",24,61999,175731,35,2
"5021079",1,1466,2059,747,3
"5022403",66,824678,2024787,116,2
"5024100",3,107608,428278,390,1
"5025045",2,90331,215241,635,3
"5025972",1,5755,12092,648,3
"5029604",2,43896,115109,497,3
"5031572",2,8644,24773,668,3
"5031742",2,17871,30554,840,4
"5032753",1,10485,16664,338,1
"5032917",2,66188,247160,793,4
"5033112",9,95926,461249,705,3
"5033403",2,26050,26051,255,1
"5033730",3,28712,41606,835,4
"5034188",1,57293,93293,391,1
"5034747",5,58775,115193,578,3
"5036350",4,73936,120990,292,1
"5036541",3,10922,20636,790,4
"5036561",10,109790,432595,139,2
"5038407",192,4571272,20335950,28,2
"5038476",19,529140,2505624,670,3
"5039274",22,633841,1926817,157,2
"5040159",4,66584,140497,311,1
"5040270",1,68465,168059,628,3
"5040383",9,163565,480302,63,2
"5040734",2,18065,18067,657,3
"5041339",1,12430,23950,573,3
"5042146",5,47587,167159,73,2
"5042724",22,230771,478593,63,2
"5044376",15,123935,476641,116,2
"5044927",3,2871,5588,798,4
"5045320",4,59669,163410,115,2
"5045736",3,235831,637280,82,2
"5048192",2,4730,7823,985,4
"5048715",3,12921,13530,703,3
"5049282",1,6218,6218,731,3
"5049967",2,42104,76036,594,3
"5050289",3,433924,1121836,154,2
"5051405",3,19187,32309,809,4
"5051870",3,244854,684325,704,3
"5052124",2,200496,679532,672,3
"5054123",2,16217,16219,380,1
"5054638",1,1127,2513,109,2
"5054973",5,27226,27226,306,1
"5055213",1,7302,11040,500,3
"5055751",2,17814,17815,899,4
"5057651",2,218358,656438,336,1
"5058752",13,174045,530642,252,1
"5061358",1,3322,6714,307,1
"5064691",7,189874,719343,899,4
"5065926",1,9243,9244,787,4
"5067159",2,326294,1004498,598,3
"5067657",4,119603,334084,238,1
"5070326",2,25151,91420,880,4
"5072330",6,37913,132832,139,2
"5072585",1,34302,69121,70,2
"5074260",1,1233,6378,237,1
"5079732",5,10713,47604,116,2
"5081734",1,6824,9697,919,4
"5084348",1,17721,27361,565,3
"5084400",7,9664,9665,131,2
"5085046",5,78764,355468,388,1
"5086171",6,86636,252039,33,2
"5088661",2,2699,8386,403,1
"5088720",2,3512,69648,952,4
"5090605",23,182449,502073,45,2
"5091920",1,4601,8303,798,4
"5092498",8,133291,466278,115,2
"5092581",13,684741,1869932,35,2
"5092699",1,7124,12053,1020,4
"5093979",2,28040,61412,945,4
"5093989",40,1155385,3645578,23,2
"5094885",3,126160,315840,991,4
"5094911",4,18745,38490,724,3
"5095001",18,254291,890768,354,1
"5095115",1,2447,42849,699,3
"5095233",2,11429,26379,23,2
"5095923",4,133862,458364,391,1
"5096250",10,237252,250932,110,2
"5098827",1,24760,56745,864,4
"5098927",37,560124,1521074,145,2
"5099164",4,106866,319991,55,2
"5100285",7,126496,316106,49,2
"5101068",39,541356,1333031,448,1
"5102036",1,9496,18286,222,1
"5103646",1,11238,16774,1006,4
"5103723",8,43054,173828,899,4
"5105680",3,11652,53748,469,3
"5106609",3,177652,599816,959,4
"5110141",2,83908,179816,660,3
"5111450",20,245654,729616,130,2
"5111495",4,130080,251396,716,3
"5111532",3,15024,23328,66,2
"5111844",34,635010,1571925,27,2
"5112108",5,19432,60318,173,2
"5112415",4,80930,302814,607,3
"5112443",1,30268,66472,584,3
"5113304",3,30547,56094,797,4
"5113606",1,11764,11765,945,4
"5114068",1,7625,9689,851,4
"5114649",30,393813,1540097,37,2
"5115272",1,9177,13151,542,3
"5116331",1,13810,53780,672,3
"5116571",16,416528,1574597,166,2
"5116774",2,22795,37384,640,3
"5117367",2,29721,82761,362,1
"5117672",2,71282,154100,608,3
"5118348",1,942,2504,381,1
"5118364",2,17332,70571,368,1
"5118655",2,47300,102568,948,4
"5119287",2,70020,259304,856,4
"5119587",14,691914,1560592,277,1
"5120066",33,1006465,2433221,454,1
"5121298",6,36809,111626,128,2
"5122341",9,60342,108971,335,1
"5126131",1,11040,25765,871,4
"5127539",2,11594,11596,591,3
"5127795",1,26900,78186,952,4
"5128616",17,200655,560048,360,1
"5129027",2,12646,22484,327,1
"5130244",3,19003,114739,478,3
"5130646",1,51084,101632,182,2
"5130756",4,23064,44715,748,3
"5130858",51,385627,1577950,382,1
"5131165",5,18944,84025,231,1
"5131299",2,63270,265857,416,1
"5131378",3,92809,233439,434,1
"5132200",36,295561,368531,63,2
"5133997",1,98154,199650,33,2
"5134379",11,358184,1033803,153,2
"5134564",5,27688,29040,321,1
"5134774",1,54484,110104,972,4
"5136916",13,142553,395709,853,4
"5136926",3,26467,26470,847,4
"5137482",11,317014,944355,336,1
"5137840",20,197018,654703,579,3
"5137907",2,74827,130137,144,2
"5137976",7,235764,763748,118,2
"5138492",1,8409,33605,662,3
"5138701",162,3122407,6855546,23,2
"5138718",2,158920,623992,628,3
"5141741",207,2626338,8007166,24,2
"5142306",4,25464,59119,591,3
"5142406",6,87964,191093,185,2
"5142826",3,92758,248050,124,2
"5142847",6,220387,699886,81,2
"5143261",1,16807,16807,350,1
"5143306",6,126877,534664,249,1
"5144284",22,1098254,3006156,26,2
"5144549",6,29530,53151,304,1
"5144843",6,74216,230976,452,1
"5145609",3,151892,312280,836,4
"5146027",1,33060,88316,920,4
"5146665",2,25304,51348,822,4
"5147071",1,10595,55378,916,4
"5148026",5,68184,178449,775,4
"5148438",2,94896,354250,676,3
"5148452",3,22604,22605,244,1
"5149555",2,1949,5042,133,2
"5150885",1,8845,11361,665,3
"5150893",2,21006,45014,860,4
"5151877",6,246486,827413,552,3
"5152206",2,21445,74596,233,1
"5152391",1,9663,9664,329,1
"5152789",1,26598,68899,598,3
"5153836",10,326268,905884,195,2
"5154011",1,5206,12294,956,4
"5154388",4,119024,195277,674,3
"5154587",1,9925,13954,999,4
"5154684",6,75294,343455,418,1
"5154856",1,47302,177464,287,1
"5156506",2,152916,296234,455,1
"5156580",7,34690,90797,604,3
